sent1	sent2	sick	glove_orig	glove_v1	glove_v2	sbert_orig	sbert_v1	sbert_v2	sbert
The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt	0.625	0.653	0.653	0.648	0.665	0.665	0.665	0.9518345
The woman is measuring a man	The woman is measuring the other woman	0.625	0.542	0.682	0.542	0.438	0.516	0.438	0.73076606
Two men are not taking a break from construction	Two construction workers are sitting up on the side of a building	0.625	0.485	0.485	0.485	0.475	0.475	0.475	0.35961157
A black shirt is being worn by a man who is sitting at the table and laughing	A man is sitting comfortably at a table	0.625	0.455	0.455	0.455	0.455	0.455	0.455	0.67072904
A woman is rock climbing, pausing and calculating the route	A man is rock climbing and a city and a bay are in the background	0.625	0.668	0.668	0.668	0.626	0.626	0.626	0.23338771
A girl is playing on a toy phone	A boy is playing on a toy phone	0.625	0.99	0.988	0.99	0.875	0.766	0.875	0.6869611
A boy is walking across a bridge	A man is walking slowly across a rope bridge	0.625	0.779	0.923	0.779	0.765	0.836	0.765	0.6269158
A football player in a purple jersey is running with the ball for a touchdown	A football player is running past an official carrying a football	0.625	0.62	0.62	0.62	0.588	0.588	0.588	0.45062587
A large duck is flying over a rocky stream	A large duck is perching over a rocky stream	0.625	0.833	0.8	0.833	0.833	0.69	0.833	0.8805068
A man in a red shirt is doing a trick with a skateboard	A skateboarder is jumping in the air	0.625	0.219	0.219	0.219	0.192	0.192	0.192	0.49445388
A woman is cutting tofu	There is no woman cutting onions	0.625	0.587	0.587	0.587	0.5	0.5	0.5	0.35761297
A dog has its head outside a red and green gift bag	The red and brown dog is digging its nose inside a holiday gift bag	0.625	0.611	0.603	0.611	0.529	0.534	0.529	0.67201006
A dog is running on the beach	The dog is moving through the wet sand	0.625	0.375	0.375	0.375	0.416	0.416	0.416	0.73259604
A man is drawing on a board	A man is drawing some figures	0.625	0.714	0.714	0.714	0.788	0.788	0.788	0.7989507
Two boys are wearing brown shirts and are tugging at a rope on a wooden platform	Two girls are wearing brown shirts and are tugging at a rope on a wooden platform	0.625	0.996	0.995	0.996	0.95	0.903	0.95	0.76398623
A lion is slowly walking	There is no lion pacing tiredly in a pen	0.625	0.25	0.25	0.25	0.25	0.25	0.25	0.5002632
A man is playing the drums	A man is playing guitar	0.625	0.959	0.959	0.959	0.833	0.833	0.833	0.32693583
Five adults are sitting on stone steps	Five adults are sitting on a chair	0.625	0.778	0.909	0.858	0.778	0.89	0.778	0.6739365
The squirrel is not running in circles	An animal is running in circles	0.625	0.714	0.714	0.714	0.791	0.791	0.791	0.31502727
A woman is cracking some eggs into a bowl	A woman is removing ingredients from a bowl	0.625	0.556	0.556	0.681	0.556	0.556	0.556	0.38772398
Children in red shirts are playing in the leaves	Three kids are sitting in the leaves	0.625	0.355	0.355	0.355	0.422	0.422	0.422	0.7332822
A man is cutting onions	A woman is cutting an onion	0.625	0.972	0.972	0.972	0.833	0.833	0.833	0.6022838
A large dog is running on the grass with a tennis ball in its mouth	A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass	0.625	0.587	0.581	0.587	0.571	0.533	0.571	0.56888515
A woman and three men are posing for a photo	A woman and three men are denying a photo	0.625	0.781	0.781	0.781	0.789	0.789	0.789	0.67546153
A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean	A man is standing bare-chested beside a yellow canoe on some rocks with water in the background	0.625	0.593	0.598	0.643	0.637	0.628	0.661	0.7538847
A person is folding a sheet	A person is folding a piece of paper	0.625	0.513	0.513	0.513	0.446	0.446	0.446	0.91816944
There is no man riding a horse	The person is riding the horse	0.625	0.822	0.822	0.822	0.802	0.802	0.802	0.5249773
A skier in black is catching a tiny bit of air	A man is skiing down a snowy hill	0.625	0.289	0.36	0.289	0.316	0.36	0.316	0.471148
A young, topless woman is covered in paint	A nude lady is walking in front of many people in body paint	0.625	0.418	0.421	0.418	0.432	0.365	0.432	0.51366293
A man is riding a horse on the beach	A man is riding a horse in the desert	0.625	0.875	0.875	0.875	0.875	0.875	0.875	0.8583337
A man on a green bike is performing tricks on a dirt ramp	A man on a green car is performing tricks on a dirt ramp	0.625	0.975	0.974	0.975	0.933	0.898	0.933	0.7578269
Five people are running with three dogs in the green field beside the road	Five people are standing with three dogs in the green field beside the road	0.625	0.903	0.903	0.903	0.889	0.889	0.889	0.8955115
A couple is running towards the ocean	A couple is running and holding hands	0.625	0.353	0.353	0.353	0.353	0.353	0.353	0.6953883
A boy is practicing the keyboard	A boy is sitting in a room and playing a piano by lamp light	0.625	0.317	0.317	0.317	0.261	0.261	0.261	0.6483816
A tiger cub is making a sound	A tiger is not walking around	0.625	0.286	0.417	0.286	0.286	0.392	0.286	0.44745642
A man is buttering a piece of bread	A woman is buttering a piece of bread	0.625	0.979	0.979	0.979	0.875	0.875	0.875	0.74374735
Three women are sitting together near woven walls	Three women are sitting in a village	0.625	0.609	0.609	0.609	0.631	0.631	0.631	0.7097369
A person is wrapping up an onion	A person is cutting an onion	0.625	0.667	0.667	0.667	0.667	0.667	0.667	0.76485765
A dog is standing with its two front paws on a rock in a field	A rock is being climbed by the black dog	0.625	0.455	0.493	0.455	0.477	0.502	0.477	0.5320636
Two large persons are sitting on a park bench and they have a bottle of soda between them	Two people are sitting comfortably on the bench	0.625	0.424	0.452	0.424	0.424	0.479	0.424	0.6177575
A big potato is knocking a green ball	A big green ball is knocking a potato	0.625	0.9	0.766	0.9	0.9	0.758	0.9	0.9594165
A large green ball is missing a potato	A large green ball is hitting a potato	0.625	0.8	0.75	0.8	0.8	0.614	0.8	0.761333
The person is not going into the water	The man is going into the water	0.625	0.822	0.822	0.822	0.791	0.791	0.791	0.34269994
An old man in a white shirt and gold and black hat is sitting with crossed legs	A young man in a white shirt and gold and black hat is sitting with crossed legs	0.625	0.985	0.985	0.985	0.958	0.958	0.958	0.8902693
A big white dog is running across a lawn	A brown and white dog with a brown and black bandanna is running very fast	0.625	0.451	0.464	0.451	0.455	0.468	0.455	0.4832042
A big green ball is knocking a potato	A large green ball is missing a potato	0.625	0.771	0.75	0.771	0.795	0.602	0.795	0.7494298
One bearded man is standing by a shopping cart and is holding a cardboard sign	A man is holding a sign and is seeking money	0.625	0.688	0.83	0.688	0.688	0.791	0.688	0.5477854
A woman is sitting wearing swim gear	A kid is sitting wearing swim gear	0.625	0.958	0.954	0.958	0.909	0.85	0.909	0.76847893
A football player in a purple jersey is breathlessly running with the ball for a touchdown	A football player is running past an official carrying a football	0.625	0.586	0.586	0.586	0.556	0.556	0.556	0.48695025
A shirtless man is playing football on a field	A man with no shirt is holding a football	0.625	0.5	0.545	0.5	0.516	0.594	0.516	0.7625705
A woman is cracking some eggs outside a bowl	A woman is adding ingredients to a bowl	0.625	0.4	0.4	0.513	0.4	0.4	0.4	0.40773028
Someone is folding a piece of paper	A person is folding a sheet	0.625	0.484	0.484	0.484	0.403	0.403	0.403	0.89079165
A fish is hunting for a turtle in the sea	The turtle is following the fish	0.625	0.571	0.571	0.571	0.571	0.571	0.571	0.6672773
A person is taking away the meat in the skillet	A person is putting meat into a skillet	0.625	0.75	0.75	0.75	0.75	0.75	0.75	0.7250514
The woman is pouring oil into a skillet	The skillet is being oiled by a woman who is pouring some water	0.625	0.562	0.562	0.562	0.5	0.5	0.5	0.8667209
A woman and three men are posing for a photo	A woman is posing for three men for a photo	0.625	0.773	0.773	0.886	0.727	0.727	0.727	0.95223963
A golden dog is running through a field of tall grass	A golden dog is sitting in a field of tall grass	0.625	0.833	0.8	0.833	0.833	0.71	0.833	0.87227273
A white puppy is biting a pole	A brown puppy is biting a pole	0.625	0.75	0.864	0.75	0.75	0.878	0.75	0.87546873
Two men and a girl in front of a wood panel wall are posing with funny faces	The friends are making faces for the camera	0.625	0.335	0.4	0.391	0.284	0.379	0.318	0.53046787
A woman is looking into the distance and people are walking between buildings behind	A man is looking into the distance and people is walking between buildings behind	0.625	0.991	0.991	0.991	0.944	0.944	0.944	0.8324501
A brown dog is running through tall green grass	A golden dog is running through a field of tall grass	0.625	0.779	0.789	0.779	0.692	0.741	0.692	0.7449332
A girl is applying makeup to her face	A woman is putting on makeup	0.625	0.513	0.513	0.513	0.557	0.557	0.557	0.8689191
The brown dog is spotting a black dog and is playing in the dry grass	The brown dog is spotting a black dog lying in the dry grass	0.625	0.559	0.616	0.588	0.559	0.609	0.559	0.91656536
A woman is diving into a pool	A man is diving into a pool	0.625	0.972	0.972	0.972	0.833	0.833	0.833	0.48747587
A middle eastern woman is standing with her back against a lamp post near to other people	A middle eastern man is standing with the back against a lamp post near to other people	0.625	0.955	0.951	0.955	0.923	0.866	0.923	0.79992265
A woman is leaning against a pole and is surrounded by people	A man is leaning against a pole and is surrounded by people	0.625	0.989	0.989	0.989	0.933	0.933	0.933	0.7312757
Two dogs are playing on the beach	There are no white dogs running and jumping along a beach	0.625	0.303	0.283	0.303	0.294	0.294	0.294	0.45289204
A girl dressed in purple and blue is walking beside her bike at night	A naked girl is walking beside her bike at night	0.625	0.722	0.722	0.722	0.722	0.722	0.722	0.66075444
The large brown dog is running outdoors in the dirt	A dog is running alongside a fence on a dirt track	0.625	0.546	0.857	0.546	0.5	0.774	0.5	0.6938049
A woman in a purple top is walking a bicycle between two stone columns	A girl dressed in purple and blue is slowly walking beside her bike at night	0.625	0.463	0.483	0.463	0.448	0.49	0.49	0.70947266
Three teenage girls are dancing in the room	Three teenage girls are idling in the room	0.625	0.827	0.827	0.827	0.8	0.757	0.8	0.6868429
A black dog and a white dog are wrestling on the bed	A black dog and a tan dog are fighting	0.625	0.607	0.607	0.607	0.607	0.607	0.607	0.43721586
A girl in a white dress is running	A girl in a white dress is standing	0.625	0.417	0.417	0.417	0.389	0.389	0.389	0.79767877
Some teenage girls are dancing for the camera	Some teenage girls are standing still in front of the camera	0.625	0.583	0.507	0.583	0.583	0.37	0.583	0.58105844
Two dogs are fighting for a frisbee in a lake	Two brown dogs are leaving a frisbee in the water	0.625	0.694	0.694	0.694	0.697	0.697	0.697	0.65602803
A young child with black hair is taking a picture with a camera	A camera is being held in front of the face of a child	0.625	0.379	0.379	0.379	0.356	0.356	0.356	0.6486442
A man is walking in a city street	A woman is walking in a city street	0.625	0.979	0.976	0.979	0.875	0.754	0.875	0.7615566
A large wet yellow dog is retrieving a toy	A dog is catching a black frisbee	0.625	0.377	0.241	0.377	0.25	0.322	0.333	0.3093189
A black helmet is being worn by a man who is pushing a bicycle	A biker is wearing gear which is black	0.625	0.713	0.713	0.713	0.69	0.69	0.69	0.64916307
A man and a woman are walking together through the woods	A man and a woman are walking together through the city	0.625	0.917	0.917	0.917	0.917	0.917	0.917	0.6120741
A potato peel is falling over a woman	A woman is peeling a potato	0.625	0.375	0.375	0.375	0.375	0.375	0.375	0.74369955
Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars	Three men are sitting on a hill and looking at the mountains and sky	0.625	0.649	0.649	0.649	0.7	0.7	0.7	0.6777025
A woman is stroking a lemur	Someone is scratching the belly of an animal	0.625	0.376	0.376	0.376	0.286	0.286	0.286	0.4678157
The woman is waterskiing	A woman is watching the lake	0.625	0.4	0.4	0.4	0.4	0.4	0.4	0.3281771
A little boy with brown hair is jumping off of a brown chair onto the floor	A young boy is jumping onto a chair	0.625	0.277	0.235	0.277	0.286	0.245	0.286	0.6821846
A cat is playing with a small bottle	A bottle is being licked by the cat	0.625	0.571	0.769	0.714	0.571	0.673	0.571	0.7123992
A cat is playing with a small bottle	A cat is playing with a big bottle	0.625	0.965	1.0	0.965	0.875	0.834	0.875	0.7861475
A dog is pushing a toddler into a rain puddle	A dog is pulling a toddler out of a rain puddle	0.625	0.8	0.778	0.8	0.836	0.765	0.836	0.88472253
An elderly woman is sitting on a bench and is wearing a gray jacket and black pants	An elder man is sitting on a bench and is wearing a gray jacket and black pants	0.625	0.833	0.876	0.833	0.836	0.816	0.836	0.71264184
Two white dogs are running together	Two white puppies are playing near water	0.625	0.52	0.52	0.52	0.524	0.524	0.524	0.56949157
A woman is not slicing garlic	A woman is slicing an onion	0.625	0.552	0.552	0.552	0.52	0.52	0.52	0.38456553
A man is outside and is throwing blades at a close target	The man is hurling knives at a tree	0.625	0.455	0.455	0.455	0.459	0.459	0.459	0.61756635
A group of people are standing around a sound mixing table	Some people is looking at sound equipment	0.625	0.411	0.436	0.411	0.378	0.376	0.378	0.5466682
The man is slicing potatoes	A potato is being peeled by a woman	0.625	0.639	0.639	0.639	0.5	0.5	0.5	0.456479
The girl, who is little, is combing her hair into a pony tail.	The girl, who is little, is ruffling her hair	0.625	0.636	0.667	0.636	0.636	0.667	0.636	0.568422
